Titre,Prix_CFA,Localisation,Nb_Chambres,Nb_Salles_Bain,Surface_m2,Description
Roof tof Penthouss à louer à fan résidence vue mer,3000000.0,Fann Dakar,4.0,4.0,400.0,"👆🏾Roof tof Penthouss *FAN RÉSIDENCE, a louer de HAUT STANDING
DESCRIPTIF
Superficie: 400m²
Salon lumineux
balcon en L
Cuisine équipée+ buanderie et toilettes
4 Chambres SDB
Toilettes visiteurs
COMMODOTÉS
Conciergerie
Sécurité H24
Générateur
Nettoyage des parties communes
Piscine
Salle de sport
Salle polyvalente
Parking
CONDITIONS
Loyer: 3 millions plus Tom
Caution: 2 mois de loyer
Commission: 1 mois de loyer
3 mois de loyer d'avance"
Terrains à vendre à Pout,1.0,Pout Thiès,,,,"Parcelles de 200 et 300 m2 à vendre à Pout à 10 minutes de l'autoroute A1, sortie 13 du péage, zone viabilisée avec Electricité et aux disponibles.
Visite technique offerte à vie, assurance 1 an offert."
Ref_2781_PL Virage /Appartement à louer au 2ème étage,1200000.0,Virage Dakar,1.0,3.0,,"Situé dans un immeuble avec toutes les commodités :
Alarme incendie, ascenseur, parking souterrain, piscine, espace vert, service de sécurité H24.
Cet appartement est composé du salon avec balcon et vue sur mer, une toilette visiteur, une cuisine équipée et une deuxième cuisine arrière avec vue sur mer; 1 chambre parentale avec vue sur mer balcon et avec salle de bain; 2 chambre enfants chacune avec salle de bain, et la dépendance domestique avec chambre et salle de bain avec son entrée indépendante pour l'appartement."
Appartement à louer au Mamelles,450000.0,Mamelles Dakar,4.0,4.0,,"Appartement à louer au Mamelles au 1er étage face à la Pharmacie Atlantique composé de 4 chambres, 3 salles d'eau, un salon, une cuisine. Réf : MS0411"
Sublime appartement F4 meublé Grand Standing,80000.0,Almadies Dakar,,,250.0,"Appartement F4 meublé + Dépendance Domestique de 250 m2.
Composé de:
chambre parent + salle de bain + dressing
Espace familial (salon)
Cuisine meublée et entièrement équipée
Grand séjour+ Balcon
Espace service (local domestique+ SDB
toilettes visiteurs
places de parking
Piscine + espace détente + salle de sport (Accessible à toutes heures)
Wi-Fi, Netflix, conciergerie 24/24, service de ménage.
Pour toutes autres renseignements veuillez nous contacter au plus vite, Merci."
Très belle villa à vendre au Virage,1.0,Ngor Dakar,6.0,6.0,900.0,"Ref_6226_ GL
Villa de 900 m² et pieds dans l'eau et pas de vis a vis, elle offre une vue spectaculaire et confortable sur l'Océan. Comprenant 6 chambres, cet havre de paix vous accueille pour des vacances familiales.
Rez de chaussée : On accède à la maison par une cour arborée d'arbres et d'arbustes tropicaux fleuris où deux palmiers dattier et de décoration s'épanouissent depuis plusieurs décennies. Grand hall où la hauteur sous plafond est grandiose (plus de 7 m) et la vue traversant sur la mer se conjuguent pour créer dès l'entrée une atmosphère de maison de vacances et de détente. Du hall, on accède directement aux étages supérieurs par un escalier double parfaitement dimensionné. Vaste salon, salle à manger de + de 150 m2 avec double salon et coin repas pour 10 à 12 personnes, larges baies vitrées coulissantes ou à la française donnant sur le jardin et la double piscine. Cuisine entièrement équipée avec frigo/congélateur, four électrique, plaque gaz, micro onde, machine à café, lave vaisselle, ilot central avec table indépendante pour prise du petit déjeuner. Un bureau disposant de tous les systèmes de communication, vaste penderie (3 ml de rangement) et salle d'eau avec douche, lavabo et WC. WC avec lave mains pour les visiteurs, Buanderie avec lave linge, et table à repasser.
Au 1er étage
Chambre 1 : cette chambre est associée à un salon donnant sur la mer; un lit double de 180 cm avec 2 tables de chevet, 6 ml de rangement avec miroir, salle de bain avec baignoire, douche et WC. Petite terrasse. La vue est directe sur la mer.
Chambre 2 : Cette chambre est composée d'un lit double de 160 cm avec table de chevet, salle de bain avec baignoire, douche et WC séparé. 3 ml de rangement avec miroir. Double terrasses donnant directement sur la mer.
Chambre 3 : Cette chambre est composée d'un lit de 90 cm, avec table de chevet, une salle d'eau avec WC, 3 ml de rangement avec miroir et un petit bureau annexe. Double terrasses avec vue mer et rue.
Chambre 4 : Cette chambre est composée d'un lit double de 160 cm avec armoire, 1 ml de rangement, une salle d'eau avec douche et WC, une terrasse donnant sur rue.
Espace télévision : télévision. Ecran 127 cm, plus de 1000 chaînes, meublé avec un canapé et un fauteuil. Cet espace est limité par un magnifique garde corps donnant sur le vide du séjour.
2ème étage
Chambre 5 : Elle est composée d'une chambre avec lit double de 160 cm avec 2 tables de nuit, une armoire de rangement, et d'un espace de détente avec fauteuils donnant sur une terrasse de 200 m2 avec une vue à 360°. Une salle d'eau avec douche et WC indépendant. Cuisine extérieure africaine avec entrée indépendante donnant sur une terrasse.
Cette cuisine est équipée d'un évier et d'une cuisinière gaz pour réaliser la cuisine traditionnelle africaine
Niveau jardin : jardin arboré engazonné, terrasse couverte de 80 m2 donnant directement sur la mer équipée d'un double salon. Au sous sol de cette terrasse, se trouve le local technique de la piscine. Double piscine : une pour les enfants de 5 m sur 6 m hauteur de 0,60 m à 0,90 m avec cascade débordant sur la piscine adulte dimensions 5,50 m par 8,50 m. Plage en bois exotique.
Autres détails : Exposition plein ouest, climatisation dans toutes les pièces de la villa, sèche serviettes dans les salles d'eau du bureau"
R+2 Zone de Captage,230000000.0,Zone de captage Dakar,,,190.0,"Un Immeuble R+2 avec terrasse bien aménagée au 3ème étage à la zone de Captage très accessible par l'autoroute et les deux voies de Liberté 6 superficie 190 m², construction avec de finition de qualité, bail individuel, vente devant notaire, 230 000 000 Francs CFA"
Sublime F4 Haut Standing FIFA Almadies,70000.0,Almadies Dakar,,3.0,250.0,"Appartements F4 meublés + Dépendance domestique
( 250m2)
Avec possibilité de locations mensuelles.
L'appartement est composé de :
-Chambre parents + SDB + Dressing
-Chambre 2 + SDB + Dressing
-Chambre 3 + SDB + Dressing
-Espace familial (Salon)
-Cuisine meublée, et entièrement équipée
-Grand séjour + Balcon
-Espace service (local domestiques et SDB)
-Toilette visiteur
-Places de parking
-Piscine + espaces de détente + salle de sport (Accessible à toute heure)
Wi-Fii, Netflix, conciergerie 24/24
-Service de ménage
Pour toutes autres renseignements veuillez nous contacter au plus vite.
Merci."
Villa R+2 à louer à Sotrac Mermoz,3500000.0,Mermoz Dakar,6.0,,540.0,"A louer une
Villa R+2 à Sotrac mermoz un quartier residentiel, superficie 540M2 habitation ou bureaux offre des volumes généreux et un cadre de vie de haut de gamme, composée de
6 chambres 5 salons
Toutes les chambres ont leur salle d'eau plus toilettes visiteurs et toilettes gardien jardin
Clôture électrique ceinture la maison
Chauffe eau solaire."
Terrain à vendre à Nguerigne,105000000.0,Nguering Thiès,,,500.0,"🏡 Votre agence immobilière Keur Nico Sénégal vous propose à la vente à Nguerigne un terrain de 2 500 m², clôturé sur trois côtés, idéalement situé dans une zone résidentielle calme et recherchée.
Ce terrain offre un très beau potentiel pour la construction d'une villa contemporaine ou d'un projet locatif. Facile d'accès, proche des commodités et des axes principaux, il combine tranquillité et praticité, un excellent choix pour investir sur la Petite Côte.
📜 Titre de propriété : délibération
📐 Surface du terrain : 2 500 m²"
Maison à louer,,Virage Dakar,5.0,,12.0,"Belle villa de 5 chambres salon salle à manger grande cuisine placards ds les chambres salle
De bain très bien agencé et accessible ds virage ds un coin très clamé et proche
De toutes les commodites"
Appartement à louer,800000.0,Mermoz Dakar,3.0,3.0,12.0,"Très bel appartement de 3 chambres salon grande cuisine salon salle à manger très bien agencé et accessible ds Mermooz ds un coin très clamé et proche
De toutes les commodites"
Bel appartement à louer à fann mermoz,1250000.0,Fann Dakar,3.0,2.0,,Très bel appartement à louer situé à fann mermoz comprenant 3 chambres salon et salle à manger cuisine et buanderie 2 salles de bain. Grande terrasse de 30m2. Piscine commune et parking sous-sol.
Mini studio et chambre meublé a la sicap foire,20000.0,Sicap foire Dakar,,,,"Nous vous proposons des mini studios et chambres meublée pour vos sejours
Le mini studio Composé d'une trés grande chambre cliamtisé avec Salle de bain avec un salon ,un grand lit ,une armoire, une coiffeuse , un frigo bar et une grande television 65' a la nuitée
Une chambre climatisé avec salle de bain composé d'un grand lit double avec armoire et canapè et une television a la nuitè
Reduction de 10%a a partir de 10 jours"
Belle villa à louer corniche Almadies,2300000.0,Almadies Dakar,5.0,5.0,,Magnifique villa situé sur la corniche des Almadies comprenant 5 chambres salon et salle à manger cuisine et buanderie 5 salles de bain. Splits et groupe électrogène. Jolie jardin gazonné.
Propriété Commercial,350000.0,Grand-Dakar Dakar,,,1.0,Nous disposons un double magasin à louer très accessible à bop
Almadies 2 terrain À vendre,26000000.0,Almadies 2 Dakar,,,150.0,"Almadies 2 terrain À vendre de 150M2 titre foncier individuel dans une zone déjà habitée proche de la Marine française
prix de vente: 16 millions"
Charmant F4,1400000.0,Almadies Dakar,3.0,3.0,140.0,"🏠 Emplacement: Au cœur de la ville aux almadies, à proximité des commerces et des transports en commun
🛏️ Chambres: 3 chambres spacieuses
🛋️ Salon: Lumineux et accueillant, idéal pour se détendre
🍽️ Cuisine ouverte équipée: Parfaite pour préparer de délicieux repas
🛁 Salle de bain: Moderne et confortable
🌳 Balcon: Pour profiter de l'air frais et de la vue
⛱️Piscine
🏋️‍♀️Salle de port et terrasse commune sur le toit
Profitez d'un séjour agréable dans cet appartement confortable et bien equipé"
Studio à louer mermoz,360000.0,Mermoz Dakar,1.0,1.0,,Jolie studio à louer à mermoz avec grande terrasse privative comprenant 1 chambre salon avec cuisine équipée 1 salle de bain
Ref_6223_GL Villa de 374m² à vendre à Biagui Virage,400000000.0,Virage Dakar,2.0,8.0,374.0,"RDC: 2 chambres, 1 salle de bain, 1 toilette visiteurs, salon, cuisine
1er étage : 5chambres dont 4 avec salle de bain, 1terasse fermée, 1 terrasse ouverte
2ème étage terrasse : 1 chambre, salon, cuisine et salle de bain"
Villa a louer aux Mamelles,850000.0,Mamelles Dakar,3.0,2.0,,Très belle villa a louer aux Mamelles avec de belles finitions comprenant 3 chambres salon et salle a manger cuisine équipée 2 salles de bain. Terrasse aménagée.
villa louer mermoz,1500000.0,Mermoz Dakar,5.0,,250.0,une super villa à louer mermoz avec 5 chambres 5 toilette garage cour à louer 1 millions 5
Appartement vue mer Almadies,1300000.0,Almadies Dakar,3.0,3.0,,"APPARTEMENT A LOUER AUX ALMADIES
Bel appartement à louer situé aux Almadies sur la route du King Fahd place avec de beaux volumes, comprenant un salon et salle à manger avec grand balcon et vue mer, cuisine équipée avec buanderie, 3 chambres avec placards et 3 salles de bain. Parking sous-sol"
Magnifique appartement vue mer Almadies,2000000.0,Almadies Dakar,3.0,3.0,,Très bel appartement spacieux situé sur la corniche des Almadies comprenant 3 chambres salon et salle à manger cuisine équipée et buanderie 3 salles de bain. Grand balcon. Piscine et salle de sport. Parking sous sol.
Fond de commerce restaurant à vendre,65000000.0,Almadies Dakar,2.0,,,"Fond de commerce Restaurant Pizzeria à vendre aux Almadies
Très bon restaurant italien à vendre aux Almadies avec 30 places assises à l'intérieur et 45 places assises à l'extérieur dans un cadre tropical avec bar extérieur.
Four à bois importé d'Italie et cuisine professionnelle entièrement équipée.
Logement disponible sur place avec un appartement de 2 chambres salon.
Vente du fond de commerce pour des raisons médicale.
Exploitations depuis 5 ans.
Loyer de 700'000 cfa par mois."
4chambres salon meubles Ngor almadie très propres,1600000.0,Ngor Dakar,4.0,4.0,276.0,"Appartement meublé de 276m2 situé à Ngor-Almadies. 4 chambres salons, 3 salles de bain et une toilette visiteur. Clims LG dans toutes les chambres et au salon. Cuisine entièrement équipée avec un side by side LG tout neuf, microonde LG, cuisinière a gaz LG. Un espace parking dans un garage fermé. Dame de ménage passe 3 fois par semaine pour le menage. Gardien de sécurité 24/7. Espace Gym dans l'appartement. Espace Long séjour au moins 1 an préféré. Loyer 1.600.000F net. les charges (Internet fibre optique, électricité Woyofal) à la charge du locataire. Proche de la pâtisserie Graine d'or (moins de 5 minutes a pied), restaurant Chez Katia et le nouveau Supermarché EDK a Ngor.
NB:
MERMOZ 4CHAMBRES SALON DISPONIBLE
VIDE
700.000"
Studio à louer à Amitié 2,230000.0,Amitié Dakar,,,,"Un très joli studio à louer à Amitié 2.
Une chambre, salon, cuisine et toilette."
Studio à louer aux Almadies,599953.0,Almadies Dakar,,1.0,,Très joli studio à louer sur la corniche des Almadies.
Villa à louer nord foire,300000.0,Nord foire Dakar,2.0,,180.0,Villa 3 chambres salon 2 cuisines 2 toilettes cour arrière terrasse patio à louer a nord près du restaurant Yum Yum très accessible pour habitation ou bureau
Terrain agricole de 2 ha clôt à Mbourokh prés de Sandiara,45000000.0,Sandiara Thiès,,,0.0,"C'est le terrain idéal pour lancer un projet d'agrobusiness et répondre aux défis du Sénégal en matière de productions agricoles.
Il est situé dans le village de Mourokh, commune de Sandiara, un territoire à très fort potentiel agricole. Il est proche de populations à fort pouvoir d'achat (station balnéaire de Saly à 15 km, zone résidentielle Warang et Nianing à 10 km).
Il a de nombreux atouts :
• Accès depuis la sortie Mbour de la A1, puis la N1 jusqu'à Louli et une piste en latérite sur 5 km.
• Une terre très fertile pour une exploitation maraichère ou un verger
• La nappe d'eau est à moins de 40 m pour un mini forage
• Clôture grillagée plus une haie vive
• 250 eucalyptus en brise-vent Est et Nord
• 110 filaos pour délimiter le terrain côté Sud
• 3 baobabs centenaires
• 3 manguiers
• Plus de 10 acacias (Kade)
Lancez-vous !"
Luxueux appartement à Mermoz,1500000.0,Mermoz Dakar,3.0,3.0,,"Découvrez ce superbe appartement de prestige situé au 8ᵉ étage d'un immeuble très haut standing à Mermoz.
Bénéficiez d'une vue panoramique imprenable sur Dakar et l'océan, dans un cadre moderne, sécurisé et raffiné.
✨ Caractéristiques :
3 chambres spacieuses avec placards intégrés
3 salles de bain modernes
Salon lumineux avec de grandes baies vitrées offrant une vue spectaculaire
Cuisine entièrement équipée (réfrigérateur, four, plaques, hotte, etc.)
Toilettes visiteurs
Climatisation et finitions haut de gamme
🏊‍♀️ Résidence de standing :
Piscine
Salle de sport moderne
Ascenseur
Sécurité 24h/24
Parking privé
📞 Pour plus d'informations ou pour une visite, contactez Home Sweet Home - L'immobilier qui vous ressemble."
Penthouse duplex F5 neuf à louer aux Almadies,2800000.0,Almadies Dakar,4.0,4.0,440.0,"Agence immobilière cozy living a le plaisir de vous proposer à la location deux sublimes appartements penthouses duplex (6e et 7e étages ) situés aux almadies. ces biens d'exception offrent:
4 chambres + dressing et placards incorporés
1 grand séjour avec salle à manger,
1 vaste terrasse avec vue imprenable.
2 cuisines entièrement équipées,
1 chambre de service avec salle d'eau et buanderie,
1 salle de bains,
3 salles d'eau,
1 toilette visiteurs,
balcons.
la résidence dispose d'un ascenseur, d'une piscine à débordement, de 2 places de parking souterrain, d'une salle de sport et de 2 salles polyvalentes."
A VENDRE UN TERRAIN 220 M2 ANGLE SACRE COEUR,230000000.0,Sacré-cœur Dakar,,,220.0,NOUS METTONS EN VENTE UN JOLI TERRAIN ANGLE DE 220 M2 A SACRE COEUR DERRIÈRE L'IMMEUBLE DE L'AGENCE EXPRESSO.
Ref_2620_GL Résidence Ebene F4 à louer à sacré coeur 1,1200000.0,Sacré-cœur Dakar,,3.0,,"Appartement avec terrasse de haut standing
Situé au 5ème étage , il est composé de 3 grandes chambres salon, 3 salles de Bain, TV, cuisine équipée , buanderie, salon avec grand balcon, air conditionné
La Résidence Ebène met à votre disposition, une salle de sport, un lounge et une piscine, le tout dans un environnement sécurisé h24 par des vigiles et caméras de surveillance."
Des appartements F4 (220m2) neufs à louer aux Almadies,1600000.0,Almadies Dakar,3.0,3.0,220.0,"APPARTEMENTS F4 (220M2) GRAND STANDING (1er au 5e étages ) D'UN IMMEUBLE TOTALISANT 12 APPARTEMENTS AUX ALMADIES :
3 CHAMBRES,
SÉJOUR + SALLE À MANGER,
2 CUISINES ÉQUIPÉE + BUANDERIE,
3 SALLES D'EAU,
⁠1 TOILETTE VISITEUR
1 CHAMBRE + SALLE D'EAU DE SERVICE,
BALCONS
COMMODITÉS: CLIMATISATION, SALLE POLYVALENTE, ASCENSEUR, PISCINE, SALLE DE SPORT, 2 PLACES PARKING"
Ref_ 5121_GL Terrain à vendre à Pikine,1000000000.0,Pikine Dakar,,,450.0,Superficie : 3450m²
Ref_2875_SEY Appartement à louer à Mermoz,1200000.0,Mermoz Dakar,3.0,3.0,,"Composé de 3 chambres, 2 salles de bain, toilette visiteurs, salon, cuisine équipée.
Immeuble avec ascenseur, gardiennage h24, parking, réservoir, suppresseur"
Ref_2867_PL Appartement à louer au centre-ville de Dakar,1700000.0,Dakar Dakar,,3.0,200.0,"Adresse : 54, Avenue Jean Jaurès, Résidence Madiba - 4ᵉ étage
Superficie : 200 m²
Composition de l'appartement :
• Un hall d'entrée
• Un séjour + salle à manger avec terrasse
• Trois salles de douche
• Une cuisine aménagée
• Une buanderie avec douche pour le personnel
• Un WC visiteur
• Une cave au sous-sol
• Une place de parking extérieure"
Magnifique Appartement au Almadies avec les meubles,800000.0,Almadies Dakar,2.0,2.0,152.0,"Jolie appartement à louer au almadies avec les meubles. Composée de 2 chambres salon 3 salles d'eau, espace familial, 1 grande cuisine équipée, Gaz , Micro onde, Frigo, climatisation, wifi, canal , Immeuble correcte avec service de gardiennage 24/24.
Prix: 800.000f
Conditions d'entrée 3 mois
Uniquement longue durée minium un contrat de 1 année"
Studio à louer à la cité mourtada,275000.0,VDN Dakar,,1.0,100.0,"Nous mettons en location un joli studio entrée salon à la cité mourtada composé de:
Une chambre avec salle de bain
Toilette visiteurs
Cuisine aménagé
Un salon lumineux
Situé derrière l'hypermarché exclusive
Dans un environnement calme et sécurise
NB: le studio dispose de splits au niveau des pièces"
villa louer fenêtre mermoz,2200000.0,Mermoz Dakar,5.0,,300.0,une super villa à louer fenêtre mermoz avec 5 chambres 4 toilette cour arrière cours devant terrasse cuisine jardin
VILLA A VENDRE A KEUR MASSAR,100000000.0,Keur Massar Dakar,,5.0,184.0,"Nous disposons une magnifique villa r+1,papier bail à vendre avec des locaux commerciaux parfaitement adaptés pour un bureau, un atelier ou une activité liée à l'automobile, avec un accès facile pour vos véhicules et une visibilité optimale.
• Surface généreuse d'environ 184 m²
• Emplacement stratégique dans une zone commerciale dynamique
• Bâtiment moderne et bien entretenu
• Espace fonctionnel pour stockage, réparation ou vente
Ce local est prêt à accueillir votre activité professionnelle et vous offre une belle opportunité de développement dans un secteur en pleine expansion. Ne laissez pas passer cette chance unique d'investir dans un espace de qualité, idéal pour booster votre business.
Contactez-nous dès aujourd'hui pour organiser une visite et saisir cette offre avant qu'elle ne disparaisse !"
Appartement meublés Mamelles,45000.0,Mamelles Dakar,,2.0,60.0,"Situé dans un quartier calme et sécurisé de Dakar, vous serez à proximité des meilleurs restaurants, marchés locaux, et lieux culturels de la ville. La plage de Yoff et les sites touristiques comme le Monument de la Renaissance Africaine sont a pied . Supermache a 1 min Boulangerie (Brioche Doree a 5min) 3 nuit minimum"
Magnifique Duplex moderne haut standing à louer aux Almadies,1700000.0,Almadies Dakar,3.0,4.0,,"Magnifique Duplex moderne haut standing à louer aux Almadies au 4ème et 5ème étage composé d'un double salon, 3 chambres avec salle d'eau attenante, un bureau, 2 autres pièces exploitables comme bureau ou petit salon, une suite parentale avec dressing, kitchenette, un grand balcon, un jacuzzi, une cabine de douche séparée et un balcon au niveau de la salle de bain, une dépendance domestique.
Immeuble avec parking sous-sol, sécurité 24H/24, caméra de surveillance.
Réf : DB03112"
Appartement moderne 2ème étage avec balcon et clim,30000.0,Yoff Dakar,,2.0,,"Résidence Amandla
Superbe appartement meubles a Yoff Biagui
Très accessible calme et très propre
Vivez confortablement dans cet appartement moderne qui offre un espace de vie lumineux et un balcon parfait pour profiter de l'extérieur en toute tranquillité.
• Type : Appartement spacieux F2 F3 et F4
• Étage :riez de chausse et 1er étage
• Balcon : Agréable, idéal pour vos moments de détente
• Climatisation : Installée pour un confort optimal
• Style : Architecture moderne et finitions soignées
Cet appartement est en excellent état, prêt à vous accueillir sans travaux à prévoir. Sa luminosité naturelle et ses équipements modernes en font un choix parfait pour une vie urbaine agréable.
Ne laissez pas passer cette opportunité rare sur le marché - contactez-nous dès aujourd'hui pour organiser une visite et découvrir votre futur chez-vous !"
"VILLA A VENDRE AUX ALMADIES ,NGOR",325000000.0,Almadies Dakar,,5.0,255.0,"Nous disposons une somptueuse villa à vendre aux Almadies ,Ngor non loin du stade olympique .
Composition:
-Au rez de chaussée nous avons deux grandes chambres avec chacune sa toilette ,un grand salon, un patiau une cuisine et toilette visiteurs.
A l'étage nous avons un trois chambres, une suite parentale, un grand salon avec balcon ,une cuisine et un grand espace familial,
une grande Terrace avec une buanderie"
NEKISME Service Location,60000.0,Dakar Dakar,2.0,3.0,,"NEKISME VOUS PROPOSE
POUR VOS SÉJOUR
MEUBLÉE:MODERNITÉ ET CONFORT
APPARTEMENT 2CHAMBRE SALON, STUDIO, ET CHAMBRE AVEC SALLE DE BAIN
ce studio meublé haut standing avec toutes les commodités, piscine, salle de sport, salle d'accueil,concierge
Service femme de ménage
Draps et serviettes fournies
Canal Tv
Wifi
Climatisation dans toutes les pièces
📍VIRAGE à 1pas de la mer"
Ref_6182_GL Villa à Vendre – Ouagou Niayes,130000000.0,Hlm Dakar,,,284.0,"Superficie : 284 m²
Titre foncier disponible.
Prix : 125 millions FCFA
Pour toute information complémentaire ou pour organiser une visite, contactez-nous."
Mini villa avec 2 pièces meublées à Amitié 3,400000.0,Amitié Dakar,,1.0,30.0,"Cette mini villa située à la Sicap Amitié 3, proche de toutes les commodités est composée de :
Entrée ouverte pavée
Séjour meublé (canapé 2 places, table basse, mini bar, et pouf) avec une cuisine équipée (plaque électrique, mini frigo, micro-onde)
Chambre à coucher avec salle de bain, meublée d'un lit, d'un placard et climatisée
Petite cuisine extérieure à l'arrière-cour
Toit terrasse de 30 m2
Disponible immédiatement"
Spacieux et Luxueux studio F2 Meublé,30000.0,Cité keur gorgui Dakar,,1.0,105.0,"Découvrez ce joli studio meublé, idéalement situé à Cité Keur Gorgui, dans un environnement calme, sécurisé et proche de toutes commodités.
✨ Caractéristiques :
• Espace de vie moderne et lumineux
• Cuisine équipée (réfrigérateur, micro-ondes, ustensiles, etc.)
• Salle de bain moderne
• Climatisation, Wi-Fi, et télévision
• Nettoyage et sécurité assurés
📍 Emplacement premium : à quelques minutes des restaurants, supermarchés et principaux axes de la ville.
💰 Loyer : 30.000 / jour
700.000 / mois
Minimum : 3 jours"
Appartement meublé à Bene Taly,25000.0,Hlm Dakar,2.0,2.0,,"Appartement entièrement meublé et soigneusement décoré. Parfait pour les familles, les groupes d'amis. Il peut accueillir jusqu'à 5 personnes dans un cadre chaleureux et sécurisé.
Composé de 2 chambres spacieuses et climatisées avec lits doubles, 1 salon avec un canapé convertible pour une personne supplémentaire, 1 cuisine moderne entièrement équipée, 2 Salle de bain propre et fonctionnelle avec eau chaude.
L'électricité est à la charge du client via woyofa."
Des Appartements + Studios neufs à louer Mamelles,275000.0,Mamelles Dakar,2.0,,150.0,"Immeuble tout neuf de grand standing à louer à Ouakam/Mamelles Extension vers le MonPrix avec sécurité H24, des caméras de surveillance, parking intérieur et extérieur, vidéophonie, emplacement chauffe eau, etc... :
[ ] Des Studios au 1er et 2ème étage composés d'une chambre avec sa salle de bain, salon, cuisine à l'américaine au salon, toilettes visiteurs à 250.000
[ ] Des Appartements au 1er et 2ème étage composés de 2 chambres avec leurs salles de bain, salon, cuisine équipée de placards, toilettes visiteurs, espace familiale, balcons à 350.000
[ ] Des appartements au 3ème et 4ème étage composés de 3 chambres avec leurs salles de bain, salon, grande espace familiale, cuisine équipée de placards, toilettes visiteurs, balcons à 450.000"
Magnifique appartement de type F4 à louer,500000.0,Zone de captage Dakar,3.0,3.0,,"Magnifique appartement de type F4 à louer à la zone de captage dans quartier calme et sécurisé.
Caractéristiques
3 chambres chacune avec un salle de bain privatif
Un Grand salon
Cuisine équipée avec des placards de rangements
Toilette visiteur
Commodités
Gardiennage h24"
Appartements F4 à vendre Liberté 6,80000000.0,Liberte 6 Dakar,3.0,2.0,135.0,"Magnifiques Appartements F4 aux Deux Voies de Liberté 6, Dakar
Découvrez nos superbes appartements F4 dans une résidence contemporaine idéalement située aux deux voies de Liberté 6. L'immeuble, à l'architecture élégante, offre des prestations haut de gamme avec une façade moderne en pierre claire.
Points forts :
Spacieux appartements F4 lumineux avec finitions soignées
Grands balcons privés avec garde-corps en verre et acier inoxydable
Baies vitrées panoramiques dans toutes les pièces principales
Construction récente aux normes modernes
Emplacement prisé sur les deux voies de Liberté 6
Proche des commerces, écoles et transports
Composition :
-135 m2 surface bâtie
Vaste salon-séjour avec accès balcon
Cuisine moderne indépendante
3 chambres confortables dont une suite parentale
2 salles de bain complètes
WC invités
Buanderie
Grande terrasse avec vue dégagée
Contactez-nous pour plus d'informations ou pour organiser une visite personnalisée.
Photos et visites disponibles sur rendez-vous"
Appartement 3 chambres Mamelles,55000.0,Mamelles Dakar,3.0,,101.0,"(3 Nuitee Minimum) Situe dans un quartier calme et securise de dakar ; Vous serez a proximite des meilleurs restaurants ; marlche locaux et lieux culturel de la ville . Le monument de la renaissance sont a Pied
NB= L'electricite est a la charge du Client"
A VENDRE UN TERRAIN DE 180 M2 A HANGAR,95000000.0,Yoff Dakar,,,180.0,NOUS METTONS EN VENTE UN TERRAIN DE 180 M2 A HANGAR DES PÈLERINS TRÈS ACCESSIBLE PRESQUE A L'ENTRÉE
Terrain pied dans l'eau à vendre à Ndayane,,Ndayane Thiès,,,813.0,"Votre agence immobilière Keur Nico vous propose à la vente à Ndayane 🌅
Un terrain clôturé de 7 813 m², pied dans l'eau, idéal pour un projet hôtelier ou la création de villas individuelles.
Un lieu rare, entre mer et horizon, où chaque lever de soleil invite à rêver plus grand. 🌊
🖋️ Titre de propriété : délibération + partie domaine national maritime
📐 Surface du terrain : 7 813 m²"
Terrain TF a vendre coopérative sangalkam,7500000.0,Sangalkam Dakar,,,150.0,"Occasion a ne pas rater, terrain 150 m2 à vendre à sangalkam; juste après le lycée en allant vers le centre ISRA."
Appartement 3 chambres,350000.0,Ouakam Dakar,3.0,,120.0,Nous vous proposons un logement de 3 chambres sis à wakam extension vers le monument de la renaissance au 1er étage .
TERRAIN A VENDRE A LA CITÉ APIX,39000000.0,Tivaouane peulh Dakar,,,150.0,Des terrains a vendre a la cité apix de tivaouane peulh de 150m2 a 250m2
Cité keur gorgui,100000000.0,Cité keur gorgui Dakar,,2.0,110.0,"Superficie : 110m2
Type F3"
Villa à louer à la cité safco Tivaouane peulh,150000.0,Tivaouane peulh Dakar,1.0,,150.0,"Une villa haute standing à louer composée de:
3 chambres dont 1 avec sdb et 1 salon
Une cuisine
Une toilette visiteur
Très grande espace de familiale
2 cours de patio bien sécurisé
Adresse: cité safco de Tivaouane Peulh derrière la salle de musculation.
possibilité de visite tous les jours"
Appartement de Luxe aux mamelles,900000.0,Mamelles Dakar,3.0,3.0,150.0,"Dans un endroit calme et sécurisé, l'appartement de 3 chambres salon au 3 iém étage avec ascenseur. Prix est pour une longue durée a partir de 3 mois.
minimum 3 jours."
Maison en phase de finition à Vendre à Bambilor,13000000.0,Bambilor Dakar,3.0,4.0,150.0,"Une maison RDC à l'angle en fage de finition à bazardé à bambilor << Kalom City >>, construit sur 3 chambres salon cuisine toilette et garage.
Propriétaire : besoin d'urgence
Papier: administratif
Eau et électricité
Prix : très abordable"
